,0,1,2,3,4
708,13.04.2017,"2 321,6100","33,4100","1 762,6900","1 463,4400"
709,12.04.2017,"2 299,3800","32,8500","1 728,6100","1 446,6100"
710,11.04.2017,"2 313,0400","33,1000","1 752,8600","1 474,2500"
711,08.04.2017,"2 313,7000","33,6700","1 760,4800","1 471,3400"
712,07.04.2017,"2 274,9100","33,0600","1 738,2800","1 462,4800"
713,06.04.2017,"2 250,7800","32,8100","1 737,7300","1 453,8000"
714,05.04.2017,"2 288,6000","33,3500","1 738,2900","1 463,7300"
715,04.04.2017,"2 249,3900","32,7800","1 720,1000","1 440,3300"
716,01.04.2017,"2 234,0300","32,4900","1 700,2200","1 433,9400"
717,31.03.2017,"2 267,3700","32,8100","1 732,8400","1 428,3200"
718,30.03.2017,"2 297,0200","33,2400","1 750,8600","1 453,8600"
719,29.03.2017,"2 294,8600","32,8400","1 762,8200","1 442,4700"
720,28.03.2017,"2 304,3300","32,8900","1 793,0100","1 477,6700"
721,25.03.2017,"2 296,7300","32,4000","1 770,5500","1 482,5400"
722,24.03.2017,"2 307,8700","32,5100","1 779,1200","1 466,5700"
723,23.03.2017,"2 309,0700","32,0800","1 791,8900","1 447,2200"
724,22.03.2017,"2 267,0500","31,7000","1 771,9800","1 442,6100"
725,21.03.2017,"2 270,8700","32,0500","1 775,4400","1 425,5100"
726,18.03.2017,"2 288,7100","32,5200","1 778,8100","1 436,0900"
727,17.03.2017,"2 295,0300","31,6700","1 801,4200","1 430,6500"
728,16.03.2017,"2 284,9000","32,3100","1 786,4900","1 421,5900"
729,15.03.2017,"2 281,2300","32,2600","1 776,0000","1 419,6600"
730,14.03.2017,"2 296,2200","32,1100","1 796,6000","1 429,6700"
731,11.03.2017,"2 278,0900","32,6300","1 789,6500","1 420,3000"
732,10.03.2017,"2 278,4800","32,9100","1 793,1300","1 435,6400"
733,08.03.2017,"2 292,2300","33,3600","1 817,0000","1 442,3600"
734,07.03.2017,"2 309,1200","33,1200","1 853,0700","1 447,9500"
735,04.03.2017,"2 327,2500","34,7200","1 871,2700","1 452,6900"
736,03.03.2017,"2 334,6900","34,4200","1 898,4700","1 457,1900"
737,02.03.2017,"2 338,6900","34,3100","1 927,5600","1 460,2100"
738,01.03.2017,"2 332,9700","34,1800","1 911,9900","1 459,1500"
739,28.02.2017,"2 340,0400","34,0300","1 911,1500","1 439,8800"
740,23.02.2017,"2 286,7800","33,0600","1 853,4500","1 446,9100"
741,22.02.2017,"2 285,6400","33,4500","1 847,1900","1 419,3400"
742,21.02.2017,"2 307,4500","33,6300","1 869,7200","1 447,5800"
743,18.02.2017,"2 300,2900","33,5400","1 878,9200","1 465,7100"
744,17.02.2017,"2 272,4500","32,8500","1 859,4900","1 451,5700"
745,16.02.2017,"2 236,2100","32,6800","1 821,6100","1 423,7000"
746,15.02.2017,"2 282,6500","33,3600","1 856,3400","1 444,2400"
747,14.02.2017,"2 294,9600","32,8900","1 879,8000","1 448,5800"
748,11.02.2017,"2 319,0400","33,5200","1 897,6100","1 464,3600"
749,10.02.2017,"2 356,4000","33,6600","1 935,6000","1 466,8800"
750,09.02.2017,"2 364,1800","33,6800","1 934,4300","1 473,3000"
751,08.02.2017,"2 342,7300","33,4900","1 912,6200","1 436,8500"
752,07.02.2017,"2 306,4100","32,6200","1 902,7400","1 442,1500"
753,04.02.2017,"2 313,2600","33,7700","1 891,7200","1 428,3300"
754,03.02.2017,"2 360,6900","33,9400","1 934,3700","1 463,8000"
755,02.02.2017,"2 346,2000","33,5300","1 931,2500","1 481,4000"
756,01.02.2017,"2 315,8200","33,0300","1 906,6700","1 448,8300"
757,31.01.2017,"2 301,4600","32,3000","1 891,6900","1 408,1300"
758,28.01.2017,"2 296,5400","32,7000","1 881,1400","1 382,7300"
759,27.01.2017,"2 284,5900","32,4600","1 880,9000","1 413,0700"
760,26.01.2017,"2 288,6700","32,5300","1 882,6600","1 489,0200"
761,25.01.2017,"2 309,9600","32,6300","1 863,8800","1 479,3000"
762,24.01.2017,"2 322,0000","32,3100","1 872,9000","1 503,6800"
763,21.01.2017,"2 300,3800","32,5200","1 832,0900","1 442,6500"
764,20.01.2017,"2 296,2500","32,6700","1 839,5200","1 429,2500"
765,19.01.2017,"2 307,1200","32,3500","1 853,3000","1 417,5700"
766,18.01.2017,"2 325,1800","32,1200","1 898,3400","1 434,2600"
767,17.01.2017,"2 304,9500","32,1200","1 883,8200","1 418,1300"
768,14.01.2017,"2 283,5800","32,2800","1 861,0700","1 439,2300"
769,13.01.2017,"2 308,2000","32,1200","1 893,7700","1 444,2400"
770,12.01.2017,"2 297,0000","32,2300","1 895,5500","1 471,9500"
771,11.01.2017,"2 280,6700","31,8400","1 871,6400","1 455,2900"
772,10.01.2017,"2 264,8200","31,6800","1 869,8600","1 455,8300"
773,31.12.2016,"2 260,4300","31,3200","1 768,8000","1 318,3100"
774,30.12.2016,"2 222,2900","30,7100","1 753,7300","1 298,3400"
775,29.12.2016,"2 223,0600","30,7000","1 761,2900","1 308,7800"
776,28.12.2016,"2 212,9700","30,8000","1 770,7700","1 279,6500"
777,27.12.2016,"2 214,7800","30,8200","1 772,2200","1 280,6900"
778,24.12.2016,"2 212,7600","30,8500","1 770,6000","1 279,5300"
779,23.12.2016,"2 212,2900","31,3700","1 780,7100","1 277,8100"
780,22.12.2016,"2 228,7600","31,0400","1 795,7400","1 302,6000"
781,21.12.2016,"2 250,5600","31,7900","1 815,9400","1 333,1500"
782,20.12.2016,"2 260,0600","31,8900","1 835,7000","1 360,8800"
783,17.12.2016,"2 253,0800","32,0400","1 794,7600","1 367,9100"
784,16.12.2016,"2 244,1400","33,9100","1 827,1000","1 434,7300"
785,15.12.2016,"2 269,6800","33,2500","1 831,8500","1 427,1600"
786,14.12.2016,"2 272,3600","33,1000","1 822,0500","1 427,4000"
787,13.12.2016,"2 285,5400","33,5600","1 811,5700","1 449,2500"
788,10.12.2016,"2 378,9800","34,8600","1 907,0100","1 512,1800"
789,09.12.2016,"2 394,1800","34,1800","1 930,0200","1 495,9200"
790,08.12.2016,"2 406,6800","34,5000","1 910,9600","1 493,8400"
791,07.12.2016,"2 405,0700","34,1300","1 928,3300","1 540,2000"
792,06.12.2016,"2 394,1100","33,6000","1 901,0700","1 498,2500"
793,03.12.2016,"2 416,6000","33,6200","1 889,3000","1 538,6700"
794,02.12.2016,"2 392,8800","34,1300","1 848,7800","1 584,6700"
795,01.12.2016,"2 490,5200","34,6900","1 925,4600","1 602,4600"
796,30.11.2016,"2 479,1100","34,8300","1 927,2500","1 572,2800"
797,29.11.2016,"2 481,7400","34,3600","1 911,7600","1 567,3900"
798,26.11.2016,"2 467,0300","33,8800","1 892,6000","1 504,1100"
799,25.11.2016,"2 466,9100","34,4100","1 905,3700","1 525,1300"
800,24.11.2016,"2 496,7800","34,4900","1 930,3300","1 526,9800"
801,23.11.2016,"2 490,7300","34,1200","1 935,2300","1 509,7200"
802,22.11.2016,"2 513,9200","34,1600","1 920,1800","1 502,2100"
803,19.11.2016,"2 524,4700","35,6700","1 936,1000","1 494,4600"
804,18.11.2016,"2 571,2800","35,3800","1 966,0300","1 496,4300"
805,17.11.2016,"2 543,5900","35,2800","1 936,1700","1 450,5700"
806,16.11.2016,"2 590,0700","36,2400","1 985,3900","1 487,9900"
807,15.11.2016,"2 588,7500","39,3600","1 990,3700","1 433,4900"
808,12.11.2016,"2 632,8000","39,3100","2 040,1500","1 434,1900"
809,11.11.2016,"2 611,5900","38,3500","2 026,6400","1 388,4700"
810,10.11.2016,"2 679,8100","37,5100","2 064,4700","1 366,0400"
811,09.11.2016,"2 631,1400","37,3400","2 065,5600","1 334,0100"
812,08.11.2016,"2 643,9500","37,6000","2 032,0700","1 284,1700"
813,04.11.2016,"2 639,9300","37,8500","2 011,0800","1 282,1900"
814,03.11.2016,"2 642,0900","37,1900","2 020,5400","1 284,5000"
815,02.11.2016,"2 609,9100","36,0900","1 997,4600","1 274,0700"
816,01.11.2016,"2 589,7900","35,7900","1 989,8000","1 249,9800"
817,29.10.2016,"2 560,1600","35,6100","1 951,6200","1 237,7100"
818,28.10.2016,"2 572,5900","35,7900","1 945,7100","1 256,6000"
819,27.10.2016,"2 549,9600","35,3500","1 933,6400","1 273,0800"
820,26.10.2016,"2 532,1100","35,3700","1 897,1400","1 276,7300"
821,25.10.2016,"2 535,1400","35,3000","1 872,8400","1 252,5600"
822,22.10.2016,"2 537,7700","35,1600","1 859,2300","1 248,8600"
823,21.10.2016,"2 547,0700","35,3200","1 886,4200","1 270,3200"
824,20.10.2016,"2 554,8900","35,5900","1 899,4500","1 285,7500"
825,19.10.2016,"2 551,0000","35,6900","1 914,8000","1 298,1000"
826,18.10.2016,"2 543,4200","35,3300","1 904,4700","1 313,6400"
827,15.10.2016,"2 544,0600","35,3800","1 899,7200","1 292,1300"
828,14.10.2016,"2 562,0900","35,8200","1 918,5100","1 307,5200"
829,13.10.2016,"2 526,8300","35,0900","1 907,6500","1 310,0000"
830,12.10.2016,"2 512,3000","34,9500","1 919,6200","1 327,7400"
831,11.10.2016,"2 531,5600","35,6600","1 943,6500","1 339,9000"
832,08.10.2016,"2 513,8800","34,7100","1 930,9800","1 340,0700"
833,07.10.2016,"2 538,4500","35,6200","1 957,7400","1 351,9700"
834,06.10.2016,"2 558,2900","35,7400","1 994,0200","1 389,5900"
835,05.10.2016,"2 627,7800","37,6200","2 021,2900","1 427,1500"
836,04.10.2016,"2 651,7400","38,5700","2 051,1700","1 445,8800"
837,01.10.2016,"2 706,5600","39,4400","2 101,4100","1 465,4900"
838,30.09.2016,"2 682,0900","38,6000","2 087,4300","1 439,6800"
839,29.09.2016,"2 723,8800","39,3100","2 107,4700","1 445,4200"
840,28.09.2016,"2 735,4800","39,7700","2 129,6600","1 421,1400"
841,27.09.2016,"2 756,1000","40,0900","2 140,8600","1 418,9900"
842,24.09.2016,"2 742,9800","40,7000","2 166,2100","1 416,7600"
843,23.09.2016,"2 732,8900","40,7600","2 145,3800","1 407,0100"
844,22.09.2016,"2 734,0400","40,2600","2 150,6000","1 421,3000"
845,21.09.2016,"2 738,4000","39,9100","2 135,9300","1 432,2800"
846,20.09.2016,"2 744,6900","39,9100","2 143,4900","1 415,0800"
847,17.09.2016,"2 746,2600","39,5100","2 146,0200","1 362,4200"
848,16.09.2016,"2 767,9500","39,7500","2 168,0600","1 371,2900"
849,15.09.2016,"2 764,1000","39,7700","2 174,6000","1 378,7100"
850,14.09.2016,"2 768,1900","39,9200","2 198,3000","1 381,4900"
851,13.09.2016,"2 776,5100","39,1500","2 194,0100","1 388,7800"
852,10.09.2016,"2 755,2400","40,0400","2 225,8100","1 400,6700"
853,09.09.2016,"2 772,5400","40,9900","2 248,0600","1 429,4600"
854,08.09.2016,"2 791,7500","41,2300","2 266,5100","1 448,9100"
855,07.09.2016,"2 772,2900","40,8500","2 246,9300","1 421,5300"
856,06.09.2016,"2 765,8200","40,5200","2 223,8100","1 409,6600"
857,03.09.2016,"2 777,3900","39,7100","2 210,9000","1 412,5200"
858,02.09.2016,"2 739,4200","39,1300","2 205,0500","1 403,5900"
859,01.09.2016,"2 757,6500","39,3200","2 223,8200","1 432,9000"
860,31.08.2016,"2 752,1900","39,1900","2 245,4100","1 444,0700"
861,30.08.2016,"2 759,3500","39,0700","2 253,5200","1 443,7600"
862,27.08.2016,"2 757,6100","38,8600","2 252,0500","1 442,3900"
863,26.08.2016,"2 765,6300","38,6300","2 261,3700","1 434,5000"
864,25.08.2016,"2 786,6900","39,2600","2 302,6200","1 450,3400"
865,24.08.2016,"2 787,2300","39,5200","2 305,1600","1 449,3200"
866,23.08.2016,"2 754,4300","39,0400","2 285,2100","1 453,2900"
867,20.08.2016,"2 768,7000","39,9100","2 292,0900","1 449,2600"
868,19.08.2016,"2 752,3100","40,4100","2 296,4900","1 424,0700"
869,18.08.2016,"2 762,6600","40,2600","2 294,0700","1 431,9900"
870,17.08.2016,"2 773,8600","41,1900","2 315,1500","1 435,1500"
871,16.08.2016,"2 764,5400","41,0800","2 318,2300","1 420,2500"
872,13.08.2016,"2 764,9100","41,1000","2 360,1100","1 431,3800"
873,12.08.2016,"2 807,6600","42,2000","2 453,6100","1 501,4000"
874,11.08.2016,"2 816,9900","42,3700","2 452,6400","1 523,2600"
875,10.08.2016,"2 776,2700","41,0300","2 382,8100","1 428,8500"
876,09.08.2016,"2 782,8500","41,1400","2 391,5700","1 447,9200"
877,06.08.2016,"2 872,2100","42,6200","2 447,2600","1 481,8500"
878,05.08.2016,"2 884,1900","43,0300","2 465,4800","1 511,3100"
879,04.08.2016,"2 927,7300","44,1800","2 495,5700","1 514,9400"
880,03.08.2016,"2 920,4200","44,5300","2 505,0900","1 535,3100"
881,02.08.2016,"2 860,2500","43,4900","2 438,5900","1 511,9200"
882,30.07.2016,"2 872,5300","43,2000","2 431,6800","1 498,2400"
883,29.07.2016,"2 851,0200","43,3800","2 442,2700","1 496,4000"
884,28.07.2016,"2 800,4100","41,5100","2 321,6600","1 454,4800"
885,27.07.2016,"2 792,6100","41,6000","2 297,5000","1 445,7100"
886,26.07.2016,"2 744,6300","40,5100","2 237,4500","1 406,7500"
887,23.07.2016,"2 749,3500","40,9300","2 273,1200","1 412,9100"
888,22.07.2016,"2 709,0400","39,6300","2 227,4800","1 368,8700"
889,21.07.2016,"2 702,8200","40,1700","2 208,1800","1 331,4300"
890,20.07.2016,"2 697,9000","40,4800","2 207,4100","1 302,1700"
891,19.07.2016,"2 691,0300","40,0200","2 201,6900","1 290,5700"
892,16.07.2016,"2 702,1800","40,9000","2 225,9200","1 314,0300"
893,15.07.2016,"2 709,8100","41,3900","2 209,6200","1 300,0200"
894,14.07.2016,"2 751,4300","41,6500","2 241,7900","1 309,7700"
895,13.07.2016,"2 779,4600","41,8100","2 259,9800","1 284,0800"
896,12.07.2016,"2 803,6400","42,2500","2 256,1200","1 269,4500"
897,09.07.2016,"2 801,2200","40,7300","2 224,7000","1 247,6500"
898,08.07.2016,"2 815,2100","41,0800","2 236,3500","1 252,0300"
899,07.07.2016,"2 846,7400","42,4500","2 225,4500","1 246,7500"
900,06.07.2016,"2 778,5900","40,7700","2 184,0300","1 229,4200"
901,05.07.2016,"2 761,5600","41,6900","2 160,1100","1 234,6400"
902,02.07.2016,"2 740,9800","39,6000","2 126,1000","1 220,5000"
903,01.07.2016,"2 717,3500","37,8800","2 071,5400","1 211,1500"
904,30.06.2016,"2 722,3700","37,6200","2 041,1300","1 185,8400"
905,29.06.2016,"2 733,7800","36,6100","2 039,9200","1 168,9400"
906,28.06.2016,"2 770,6500","37,0200","2 072,8600","1 150,4300"
907,25.06.2016,"2 768,0100","38,0100","2 056,2300","1 154,5200"
908,24.06.2016,"2 617,5400","35,7600","2 016,2700","1 151,8600"
909,23.06.2016,"2 591,3800","35,2300","2 009,6000","1 128,7400"
910,22.06.2016,"2 642,6100","35,8200","2 034,3600","1 130,6600"
911,21.06.2016,"2 646,7000","35,7500","2 010,9400","1 122,0000"
912,18.06.2016,"2 702,5100","36,5500","2 055,5500","1 138,2300"
913,17.06.2016,"2 767,5800","37,5000","2 083,6200","1 141,3300"
914,16.06.2016,"2 716,8600","36,9000","2 074,7300","1 148,6200"
915,15.06.2016,"2 716,0800","36,6200","2 086,8400","1 146,3800"
916,11.06.2016,"2 635,0300","36,0300","2 063,7600","1 150,4600"
917,10.06.2016,"2 578,7300","34,9400","2 049,2900","1 131,2100"
918,09.06.2016,"2 604,3600","34,8300","2 094,0600","1 160,3600"
919,08.06.2016,"2 601,9800","34,1900","2 079,7400","1 165,6600"
920,07.06.2016,"2 623,9800","34,6900","2 085,5600","1 173,9200"
921,04.06.2016,"2 602,8900","34,6000","2 063,3900","1 158,5100"
922,03.06.2016,"2 608,5000","34,2900","2 090,2300","1 169,5900"
923,02.06.2016,"2 604,8900","34,1600","2 086,0500","1 162,9600"
924,01.06.2016,"2 568,4700","34,0800","2 073,0200","1 150,0300"
925,31.05.2016,"2 584,0400","34,6300","2 090,6100","1 160,0300"
926,28.05.2016,"2 593,0500","34,6100","2 108,4100","1 152,9400"
927,27.05.2016,"2 571,5800","34,5100","2 098,5200","1 132,0700"
928,26.05.2016,"2 586,2400","34,3300","2 112,2100","1 129,2000"
929,25.05.2016,"2 678,7600","35,0700","2 170,7700","1 174,8500"
930,24.05.2016,"2 695,3900","35,1600","2 192,2700","1 189,9100"
931,21.05.2016,"2 681,4800","35,3400","2 174,6300","1 197,2200"
932,20.05.2016,"2 668,9000","35,3400","2 169,1800","1 217,6300"
933,19.05.2016,"2 658,5400","35,6700","2 173,4400","1 211,1900"
934,18.05.2016,"2 634,4000","35,4300","2 177,8700","1 219,6100"
935,17.05.2016,"2 672,4800","36,1300","2 196,8200","1 241,3200"
936,14.05.2016,"2 661,9600","35,6800","2 202,3800","1 242,1000"
937,13.05.2016,"2 648,8900","35,9900","2 209,6700","1 259,3900"
938,12.05.2016,"2 708,6200","37,2900","2 253,2800","1 269,3300"
939,11.05.2016,"2 697,2700","36,3400","2 230,5800","1 243,2400"
940,07.05.2016,"2 724,5600","36,8400","2 257,9600","1 276,8900"
941,06.05.2016,"2 702,6400","36,8200","2 239,2200","1 275,3200"
942,05.05.2016,"2 723,8000","36,5500","2 246,6100","1 282,8700"
943,30.04.2016,"2 636,1300","36,9300","2 192,4700","1 290,6600"
944,29.04.2016,"2 630,6200","36,3200","2 160,4300","1 274,9000"
945,28.04.2016,"2 607,7500","36,3300","2 128,5200","1 261,1900"
946,27.04.2016,"2 637,6400","36,2200","2 160,1100","1 277,6900"
947,26.04.2016,"2 636,7100","36,1200","2 159,3200","1 289,6000"
948,23.04.2016,"2 651,4700","36,6000","2 195,0100","1 292,3100"
949,22.04.2016,"2 629,2600","36,2100","2 144,9700","1 241,8200"
950,21.04.2016,"2 649,1200","36,0300","2 140,1000","1 235,6500"
951,20.04.2016,"2 620,7500","35,0800","2 089,5100","1 205,1600"
952,19.04.2016,"2 716,7600","35,5600","2 155,5000","1 231,4000"
953,16.04.2016,"2 611,2500","34,3400","2 097,9200","1 193,3500"
954,15.04.2016,"2 651,6100","34,4800","2 118,6300","1 156,5900"
955,14.04.2016,"2 634,0500","33,7900","2 101,7400","1 158,7100"
956,13.04.2016,"2 685,9500","34,0400","2 126,6600","1 181,7100"
957,12.04.2016,"2 691,7100","33,5800","2 097,6900","1 174,0200"
958,09.04.2016,"2 678,8200","32,8800","2 073,6500","1 175,6500"
959,08.04.2016,"2 697,3700","33,1700","2 059,8100","1 172,6700"
960,07.04.2016,"2 700,3500","33,2000","2 106,0800","1 218,2700"
961,06.04.2016,"2 727,6100","33,6400","2 115,2000","1 235,9000"
962,05.04.2016,"2 682,6700","33,0300","2 095,3500","1 234,2500"
963,02.04.2016,"2 659,6500","33,2000","2 119,7800","1 236,9000"
964,01.04.2016,"2 691,2100","33,5500","2 116,1500","1 243,5100"
965,31.03.2016,"2 691,3900","33,4300","2 108,4200","1 254,1900"
966,30.03.2016,"2 688,9900","33,2900","2 088,9400","1 255,5800"
967,29.03.2016,"2 660,8000","33,3000","2 085,4900","1 257,4000"
968,26.03.2016,"2 686,4700","33,6200","2 105,6100","1 269,5300"
969,25.03.2016,"2 695,9400","34,5300","2 109,8600","1 278,7700"
970,24.03.2016,"2 679,6700","34,5600","2 142,0800","1 296,1200"
971,23.03.2016,"2 727,7500","34,4500","2 137,6600","1 300,9000"
972,22.03.2016,"2 752,5900","35,2600","2 137,0300","1 296,3800"
973,19.03.2016,"2 758,8900","34,5900","2 148,6100","1 301,9200"
974,18.03.2016,"2 798,5100","33,7000","2 166,7700","1 289,4800"
975,17.03.2016,"2 815,8100","34,9800","2 208,1700","1 294,7600"
976,16.03.2016,"2 797,7300","35,3800","2 159,0800","1 267,7800"
977,15.03.2016,"2 834,1600","34,9600","2 185,5900","1 296,9200"
978,12.03.2016,"2 853,2000","34,5200","2 206,1600","1 286,1700"
979,11.03.2016,"2 850,8200","34,9000","2 237,6900","1 284,5500"
980,10.03.2016,"2 927,9300","36,4400","2 275,8000","1 293,8100"
981,05.03.2016,"2 991,7900","35,2200","2 256,4900","1 272,9500"
982,04.03.2016,"2 947,7700","35,1800","2 221,6000","1 227,1000"
983,03.03.2016,"2 910,0100","35,4800","2 220,3600","1 226,1700"
984,02.03.2016,"2 952,2900","35,1200","2 233,2600","1 197,5800"
985,01.03.2016,"3 011,6000","37,0200","2 245,0000","1 198,1500"
986,27.02.2016,"2 971,8900","36,6000","2 225,9000","1 170,8900"
987,26.02.2016,"3 034,2500","37,6300","2 308,7200","1 205,9400"
988,25.02.2016,"3 026,5100","37,3600","2 298,8900","1 223,1300"
989,21.02.2016,"3 053,0900","38,1200","2 333,5600","1 257,2900"
990,20.02.2016,"2 999,0400","37,4400","2 305,4400","1 230,0600"
991,19.02.2016,"2 921,8900","37,0000","2 285,3000","1 244,5400"
992,18.02.2016,"3 009,5400","38,4200","2 342,7600","1 279,0000"
993,17.02.2016,"2 971,0100","37,4100","2 296,9000","1 250,1800"
994,16.02.2016,"3 021,9200","39,1100","2 340,6200","1 297,8400"
995,13.02.2016,"3 167,9400","40,0000","2 433,1500","1 331,5800"
996,12.02.2016,"3 111,4400","38,4600","2 388,4300","1 330,3000"
997,11.02.2016,"3 008,3500","39,0000","2 343,8400","1 304,1100"
998,10.02.2016,"3 007,4800","37,7900","2 339,9100","1 302,7600"
999,09.02.2016,"2 899,6500","36,8400","2 238,8600","1 233,1000"
1000,06.02.2016,"2 880,6900","36,6500","2 265,2600","1 285,5500"
1001,05.02.2016,"2 817,8000","35,4200","2 187,8600","1 243,8900"
1002,04.02.2016,"2 879,5200","36,3400","2 196,5900","1 269,0300"
1003,03.02.2016,"2 815,0900","35,9000","2 154,6600","1 245,1900"
1004,02.02.2016,"2 753,3300","34,5500","2 122,6700","1 214,7000"
1005,30.01.2016,"2 689,7100","32,8200","2 088,1500","1 191,5000"
1006,29.01.2016,"2 783,4200","35,7700","2 198,8800","1 243,7100"
1007,28.01.2016,"2 835,6900","36,4000","2 217,2500","1 254,6600"
1008,27.01.2016,"2 932,9900","37,4200","2 268,0900","1 291,9200"
1009,26.01.2016,"2 760,5900","35,4400","2 103,5200","1 235,6000"
1010,23.01.2016,"2 843,3800","36,2900","2 134,5100","1 305,5800"
1011,22.01.2016,"2 947,6700","37,7600","2 195,7000","1 324,9500"
1012,21.01.2016,"2 792,8400","35,8400","2 100,0000","1 246,7100"
1013,20.01.2016,"2 742,9200","35,0200","2 094,4100","1 256,6500"
1014,19.01.2016,"2 758,0000","34,9000","2 089,1400","1 239,3200"
1015,16.01.2016,"2 661,2600","34,5100","2 050,5300","1 191,4200"
1016,15.01.2016,"2 683,5400","34,0300","2 081,3900","1 188,3100"
1017,14.01.2016,"2 658,2000","34,1100","2 066,5000","1 186,8300"
1018,13.01.2016,"2 696,4800","34,4100","2 061,4300","1 145,2400"
1019,12.01.2016,"2 697,5300","34,2800","2 126,8700","1 186,7500"
1020,01.01.2016,"2 490,7100","32,4000","2 044,6200","1 282,5800"
1021,31.12.2015,"2 502,1000","32,6400","2 080,7900","1 298,1500"
1022,30.12.2015,"2 487,9100","33,1000","2 058,4000","1 286,7900"
1023,29.12.2015,"2 439,4700","32,3200","1 989,0800","1 260,8100"
1024,26.12.2015,"2 421,6400","32,0800","1 974,5400","1 251,6000"
1025,25.12.2015,"2 395,7000","32,0300","1 953,3900","1 238,1900"
1026,24.12.2015,"2 443,6200","32,4800","1 995,4900","1 274,8300"
1027,23.12.2015,"2 462,6600","32,4700","2 007,6300","1 273,6300"
1028,22.12.2015,"2 453,9100","31,6600","1 988,5100","1 278,3300"
1029,19.12.2015,"2 419,7300","32,2900","1 930,7400","1 252,0000"
1030,18.12.2015,"2 418,6500","31,1800","1 956,0700","1 268,4900"
1031,17.12.2015,"2 412,2700","31,1000","1 957,8800","1 281,1100"
1032,16.12.2015,"2 434,6900","31,2200","1 931,0800","1 263,8600"
1033,15.12.2015,"2 411,2900","31,4300","1 903,3000","1 239,5100"
1034,12.12.2015,"2 373,5000","31,5100","1 901,5600","1 209,8800"
1035,11.12.2015,"2 385,5400","31,7600","1 913,7700","1 232,8200"
1036,10.12.2015,"2 399,2600","31,6800","1 886,6600","1 210,3100"
1037,09.12.2015,"2 388,0000","32,2900","1 922,8800","1 227,7000"
1038,08.12.2015,"2 385,0000","31,1300","1 925,2700","1 226,9700"
1039,05.12.2015,"2 312,7000","30,3100","1 853,6400","1 179,1900"
1040,04.12.2015,"2 289,0700","30,8100","1 806,2500","1 150,4200"
1041,03.12.2015,"2 289,3000","30,4900","1 808,8600","1 154,4100"
1042,02.12.2015,"2 277,7800","29,9900","1 793,6800","1 169,5100"
1043,01.12.2015,"2 265,0500","30,2800","1 778,7400","1 175,8100"
1044,28.11.2015,"2 267,3200","30,4300","1 805,9400","1 181,9500"
1045,27.11.2015,"2 260,6600","29,7100","1 797,1200","1 163,5900"
1046,26.11.2015,"2 257,1900","29,7700","1 768,3600","1 141,0200"
1047,25.11.2015,"2 263,7800","29,4900","1 772,2000","1 132,9400"
1048,24.11.2015,"2 253,1500","30,1400","1 786,3200","1 155,7300"
1049,21.11.2015,"2 263,1100","29,6400","1 801,9000","1 136,6100"
1050,20.11.2015,"2 239,5300","29,5700","1 792,7100","1 122,7900"
1051,19.11.2015,"2 229,5000","29,6800","1 772,3600","1 137,1400"
1052,18.11.2015,"2 275,3300","30,2300","1 825,2300","1 153,6600"
1053,17.11.2015,"2 338,6800","30,7500","1 848,3000","1 155,9900"
1054,14.11.2015,"2 321,7600","30,8300","1 878,8300","1 191,1400"
1055,13.11.2015,"2 288,7400","30,3900","1 860,2900","1 224,7600"
1056,12.11.2015,"2 259,8800","30,2100","1 868,3500","1 243,4900"
1057,11.11.2015,"2 261,7100","30,6000","1 885,9600","1 265,9300"
1058,10.11.2015,"2 277,6300","31,3500","1 945,8400","1 259,8000"
1059,07.11.2015,"2 267,9700","30,7500","1 949,1800","1 248,9500"
1060,06.11.2015,"2 257,0400","31,1000","1 940,4900","1 245,4200"
1061,04.11.2015,"2 321,6300","31,6100","1 993,3700","1 322,0700"
1062,03.11.2015,"2 329,7500","32,0600","1 997,8600","1 351,7400"
1063,31.10.2015,"2 375,4700","32,7400","2 057,2600","1 409,4500"
1064,30.10.2015,"2 391,0900","33,0700","2 054,8100","1 386,3800"
1065,29.10.2015,"2 460,1000","33,1800","2 093,6500","1 423,7700"
1066,28.10.2015,"2 379,9800","32,8700","2 019,1300","1 386,2400"
1067,27.10.2015,"2 348,1500","32,1100","1 981,4100","1 368,5000"
1068,24.10.2015,"2 332,6100","31,8200","2 012,9500","1 389,7500"
1069,23.10.2015,"2 354,7200","31,8300","2 018,7100","1 356,5700"
1070,22.10.2015,"2 364,8100","31,7100","2 039,8100","1 379,3400"
1071,21.10.2015,"2 345,7000","31,7000","2 016,5400","1 365,0100"
1072,20.10.2015,"2 314,4800","31,3300","1 997,1300","1 366,9800"
1073,17.10.2015,"2 320,6200","31,6400","1 966,8100","1 376,9600"
1074,16.10.2015,"2 368,0800","32,3800","2 007,1700","1 402,8200"
1075,15.10.2015,"2 382,0300","32,1500","2 013,2700","1 394,2700"
1076,14.10.2015,"2 309,4200","31,2300","1 964,5300","1 376,3700"
1077,13.10.2015,"2 288,9700","31,3800","1 938,6000","1 401,8500"
1078,10.10.2015,"2 269,3000","31,5100","1 917,5200","1 393,3100"
1079,09.10.2015,"2 289,8100","31,2600","1 868,6200","1 387,9400"
1080,08.10.2015,"2 314,2200","31,8900","1 893,0700","1 419,3000"
1081,07.10.2015,"2 379,4100","32,8000","1 923,3700","1 460,8400"
1082,06.10.2015,"2 393,3500","32,1800","1 945,3100","1 495,9100"
